rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
9711	C14orf68	chromosome 14 open reading frame 68	949	7	0	2	5	0	0	1	6	6	6	4.713336e-01	1	9.200000e-01	8.258656e-01	1
9712	TMEM45A	transmembrane protein 45A	848	27	0	1	1	0	0	0	1	1	1	8.258708e-01	NaN	NaN	8.258708e-01	1
9713	LRRC67		707	0	0	2	1	1	1	0	3	3	3	4.714897e-01	1	5.300000e-01	8.259830e-01	1
9714	GMEB2	glucocorticoid modulatory element binding protein 2	1629	41	0	3	4	1	0	0	5	5	5	4.714959e-01	1	1	8.259877e-01	1
9715	PFDN2	prefoldin subunit 2	1486	9	0	0	1	0	0	0	1	1	1	8.260966e-01	NaN	NaN	8.260966e-01	1
9716	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit	7200	3	0	18	23	1	3	2	29	25	29	4.717114e-01	1	9.960000e-01	8.261496e-01	1
9717	OR14J1	olfactory receptor, family 14, subfamily J, member 1	965	35	0	1	4	1	0	0	5	5	5	4.717795e-01	1	8.780000e-01	8.262008e-01	1
9718	RNASE10	ribonuclease, RNase A family, 10 (non-active)	650	22	0	0	1	0	0	0	1	1	1	8.262815e-01	NaN	NaN	8.262815e-01	1
9719	SOCS7	suppressor of cytokine signaling 7	1782	42	0	2	7	0	0	0	7	6	7	4.718952e-01	1	1	8.262877e-01	1
9720	THRSP	thyroid hormone responsive (SPOT14 homolog, rat)	447	16	0	0	1	0	0	0	1	1	1	8.263456e-01	NaN	NaN	8.263456e-01	1
9721	HDAC9	histone deacetylase 9	3442	0	1	7	17	2	1	0	20	18	19	7.893381e-01	4.980000e-01	9.970000e-01	8.263846e-01	1
9722	MAK	male germ cell-associated kinase	1920	0	0	1	3	0	0	0	3	3	3	8.629373e-01	1	5.340000e-01	8.263865e-01	1
9723	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6	991	12	0	1	3	0	0	0	3	3	3	4.720389e-01	1	7.240000e-01	8.263956e-01	1
9724	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1	1559	0	0	8	12	0	0	0	12	12	12	8.446952e-01	1	3.280000e-01	8.265050e-01	1
9725	RGS9BP	regulator of G protein signaling 9 binding protein	708	84	0	0	1	0	0	0	1	1	1	8.265113e-01	NaN	NaN	8.265113e-01	1
9726	TMUB2	transmembrane and ubiquitin-like domain containing 2	982	35	0	1	1	0	0	0	1	1	1	8.265461e-01	NaN	NaN	8.265461e-01	1
9727	SCN2B	sodium channel, voltage-gated, type II, beta	660	7	0	2	2	0	0	1	3	3	3	4.722935e-01	1	9.230000e-01	8.265866e-01	1
9728	ANKRD32	ankyrin repeat domain 32	3255	2	0	2	2	1	1	0	4	4	4	4.724010e-01	1	6.590000e-01	8.266673e-01	1
9729	MPZ	myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)	769	5	0	0	1	0	0	0	1	1	1	8.267280e-01	NaN	NaN	8.267280e-01	1
9730	C14orf179	chromosome 14 open reading frame 179	760	3	1	1	1	0	0	0	1	1	1	8.267446e-01	NaN	NaN	8.267446e-01	1
9731	HIST1H2BM	histone cluster 1, H2bm	768	1	1	8	11	0	0	0	11	10	11	9.302465e-01	4.040000e-01	4.080000e-01	8.267904e-01	1
9732	CHMP1B	chromatin modifying protein 1B	600	25	0	1	2	0	0	1	3	3	3	4.725669e-01	1	7.040000e-01	8.267917e-01	1
9733	C2CD3	C2 calcium-dependent domain containing 3	6107	2	0	7	10	1	1	1	13	13	13	4.725891e-01	1	8.870000e-01	8.268083e-01	1
9734	LYSMD4	LysM, putative peptidoglycan-binding, domain containing 4	910	7	1	0	1	0	0	0	1	1	1	8.268394e-01	NaN	NaN	8.268394e-01	1
9735	SCAND1	SCAN domain containing 1	544	1	0	1	2	0	0	0	2	2	2	4.726593e-01	1	9.490000e-01	8.268609e-01	1
9736	CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9	1507	11	0	0	7	0	1	0	8	8	8	4.727159e-01	1	9.270000e-01	8.269034e-01	1
9737	KIAA1211	KIAA1211	3734	14	0	4	13	0	1	1	15	14	15	4.727289e-01	1	8.850000e-01	8.269131e-01	1
9738	TACC2	transforming, acidic coiled-coil containing protein 2	9005	5	1	18	33	4	0	0	37	34	37	4.727924e-01	1	9.620000e-01	8.269607e-01	1
9739	GSDMD	gasdermin D	1495	5	0	5	1	0	0	1	2	2	2	9.830324e-01	1	2.050000e-01	8.269953e-01	1
9740	CLIC1	chloride intracellular channel 1	746	75	0	1	2	0	0	1	3	3	3	4.729456e-01	1	7.540000e-01	8.270754e-01	1
9741	FUNDC2	FUN14 domain containing 2	586	4	0	0	3	0	0	0	3	3	3	4.729653e-01	1	7.810000e-01	8.270901e-01	1
9742	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	2006	9	0	3	7	0	0	0	7	7	7	4.729757e-01	1	8.050000e-01	8.270979e-01	1
9743	HIST1H2BO	histone cluster 1, H2bo	1144	0	3	13	16	2	0	0	18	18	16	8.711269e-01	3.660000e-01	7.010000e-01	8.271325e-01	1
9744	PCDHGA5	protocadherin gamma subfamily A, 5	39964	2	0	11	12	0	0	0	12	10	12	9.937704e-01	1	2.850000e-01	8.271421e-01	1
9745	BTBD1	BTB (POZ) domain containing 1	1477	5	0	0	3	0	1	0	4	4	4	4.730754e-01	1	5.470000e-01	8.271726e-01	1
9746	NDP	Norrie disease (pseudoglioma)	406	0	0	2	2	0	0	0	2	2	2	8.272083e-01	1	4.690000e-01	8.272382e-01	1
9747	OR4D10	olfactory receptor, family 4, subfamily D, member 10	936	3	0	1	4	0	0	0	4	4	4	4.732923e-01	1	7.650000e-01	8.273349e-01	1
9748	SH3TC2	SH3 domain and tetratricopeptide repeats 2	3931	2	0	4	14	1	0	0	15	15	15	4.735099e-01	1	9.650000e-01	8.274976e-01	1
9749	ZMYM2	zinc finger, MYM-type 2	4226	6	0	1	10	0	0	1	11	11	11	4.739055e-01	1	7.440000e-01	8.277932e-01	1
9750	C8orf85		474	18	0	1	3	0	0	0	3	3	3	4.740320e-01	1	5.250000e-01	8.278876e-01	1
9751	PHPT1	phosphohistidine phosphatase 1	933	54	0	0	1	0	0	0	1	1	1	8.279562e-01	NaN	NaN	8.279562e-01	1
9752	FAM18B	family with sequence similarity 18, member B	1363	60	0	0	1	0	0	0	1	1	1	8.280070e-01	NaN	NaN	8.280070e-01	1
9753	CKMT1A	creatine kinase, mitochondrial 1A	1286	75	0	0	1	0	0	0	1	1	1	8.280212e-01	NaN	NaN	8.280212e-01	1
9754	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	2523	2	0	5	10	0	0	0	10	10	10	4.742110e-01	1	3.180000e-01	8.280212e-01	1
9755	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	2389	1	0	7	9	0	0	2	11	11	11	9.428943e-01	1	4.140000e-01	8.280696e-01	1
9756	MRPS33	mitochondrial ribosomal protein S33	329	92	0	0	1	0	0	0	1	1	1	8.283307e-01	NaN	NaN	8.283307e-01	1
9757	RND1	Rho family GTPase 1	716	8	0	0	1	0	0	0	1	1	1	8.283347e-01	NaN	NaN	8.283347e-01	1
9758	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	1913	0	0	15	17	0	1	0	18	18	17	9.971966e-01	3.890000e-01	9.280000e-01	8.283602e-01	1
9759	ZNF764	zinc finger protein 764	1235	6	0	3	4	0	0	0	4	4	4	7.807781e-01	1	3.960000e-01	8.283955e-01	1
9760	CSNK1E	casein kinase 1, epsilon	1291	1	0	1	3	0	0	0	3	3	3	4.749985e-01	1	9.440000e-01	8.286081e-01	1
9761	CLSTN1	calsyntenin 1	3018	8	0	4	6	0	0	0	6	6	6	4.751124e-01	1	9.110000e-01	8.286929e-01	1
9762	TMCO1	transmembrane and coiled-coil domains 1	591	46	0	0	1	0	0	0	1	1	1	8.287091e-01	NaN	NaN	8.287091e-01	1
9763	ERCC8	excision repair cross-complementing rodent repair deficiency, complementation group 8	1348	4	0	1	5	0	0	0	5	5	5	4.753400e-01	1	9.110000e-01	8.288622e-01	1
9764	PRIC285	helicase with zinc finger 2, transcriptional coactivator	8043	0	0	15	25	0	0	1	26	23	24	9.247868e-01	4.280000e-01	6.140000e-01	8.288625e-01	1
9765	RAD51L1	RAD51-like 1 (S. cerevisiae)	1233	6	0	1	3	0	0	0	3	3	3	4.754972e-01	1	6.420000e-01	8.289791e-01	1
9766	SSR1	signal sequence receptor, alpha (translocon-associated protein alpha)	889	28	0	0	1	0	1	0	2	2	2	4.757573e-01	1	7.360000e-01	8.291724e-01	1
9767	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	739	98	0	2	3	0	0	0	3	3	3	8.189080e-01	1	5.660000e-01	8.291934e-01	1
9768	C6orf105	chromosome 6 open reading frame 105	771	19	0	1	1	0	0	0	1	1	1	8.292380e-01	NaN	NaN	8.292380e-01	1
9769	INSR	insulin receptor	4233	0	0	19	21	3	1	0	25	24	25	4.759627e-01	1	9.480000e-01	8.293250e-01	1
9770	SETD4	SET domain containing 4	1394	3	0	1	2	0	1	0	3	3	3	4.760239e-01	1	9.810000e-01	8.293704e-01	1
9771	C3orf55	chromosome 3 open reading frame 55	564	1	1	0	2	0	0	0	2	2	2	4.761584e-01	1	8.440000e-01	8.294702e-01	1
9772	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	1294	14	0	3	6	0	0	0	6	6	6	4.761935e-01	1	8.740000e-01	8.294962e-01	1
9773	KRT34	keratin 34	1337	7	0	2	6	0	1	0	7	7	7	8.534166e-01	1	4.900000e-01	8.295058e-01	1
9774	SLC9A8	solute carrier family 9 (sodium/hydrogen exchanger), member 8	1806	8	0	3	7	0	1	0	8	8	8	4.763430e-01	1	9.790000e-01	8.296071e-01	1
9775	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	1470	0	0	0	5	0	0	0	5	5	5	4.764136e-01	1	9.090000e-01	8.296595e-01	1
9776	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	1865	9	0	4	6	0	0	1	7	7	7	4.764287e-01	1	5.590000e-01	8.296707e-01	1
9777	FH	fumarate hydratase	1571	3	0	0	1	0	0	1	2	2	2	4.765801e-01	1	7.800000e-01	8.297829e-01	1
9778	ZNF766	zinc finger protein 766	1421	61	0	2	3	0	0	0	3	3	3	9.290638e-01	1	3.060000e-01	8.298049e-01	1
9779	ELP3	elongation protein 3 homolog (S. cerevisiae)	1700	6	0	3	6	1	0	0	7	7	7	4.767329e-01	1	9.070000e-01	8.298961e-01	1
9780	TSPYL4	TSPY-like 4	1247	61	0	1	2	0	0	0	2	2	2	9.277833e-01	1	3.760000e-01	8.300055e-01	1
9781	TBPL2	TATA box binding protein like 2	1152	7	0	1	4	0	0	1	5	5	5	4.769012e-01	1	9.580000e-01	8.300207e-01	1
9782	VSTM1	V-set and transmembrane domain containing 1	743	7	0	2	2	0	1	0	3	3	3	4.769343e-01	1	5.250000e-01	8.300453e-01	1
9783	KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3	1996	7	0	4	9	0	0	0	9	9	9	9.407205e-01	1	3.000000e-01	8.300534e-01	1
9784	OR56A1	olfactory receptor, family 56, subfamily A, member 1	961	36	0	3	8	1	0	0	9	9	9	4.769473e-01	1	6.320000e-01	8.300549e-01	1
9785	IFNE	interferon, epsilon	627	34	0	1	1	1	0	0	2	2	2	4.769916e-01	1	8.390000e-01	8.300877e-01	1
9786	POC1B	POC1 centriolar protein homolog B (Chlamydomonas)	3203	8	0	1	2	0	0	0	2	2	2	9.598099e-01	1	4.870000e-01	8.301128e-01	1
9787	TMEM30B	transmembrane protein 30B	1056	153	0	1	6	0	0	0	6	5	6	6.748464e-01	1	5.610000e-01	8.301801e-01	1
9788	KRT8	keratin 8	1481	46	0	3	7	0	0	0	7	7	7	4.772636e-01	1	5.230000e-01	8.302889e-01	1
9789	HDHD2	haloacid dehalogenase-like hydrolase domain containing 2	804	3	0	0	3	0	0	0	3	3	3	4.772778e-01	1	7.380000e-01	8.302995e-01	1
9790	GPR55	G protein-coupled receptor 55	960	2	1	3	3	1	0	0	4	4	4	4.773383e-01	1	8.350000e-01	8.303442e-01	1
9791	C9orf153	chromosome 9 open reading frame 153	320	230	0	0	1	0	0	0	1	1	1	8.303480e-01	NaN	NaN	8.303480e-01	1
9792	VRK3	vaccinia related kinase 3	1476	3	0	4	3	0	1	0	4	2	4	9.397311e-01	1	4.180000e-01	8.303776e-01	1
9793	C1QTNF9	C1q and tumor necrosis factor related protein 9	1014	13	0	1	3	0	0	0	3	3	3	4.773853e-01	1	5.310000e-01	8.303790e-01	1
9794	COX16	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	333	216	0	0	1	1	0	0	2	2	2	4.774100e-01	1	9.440000e-01	8.303972e-01	1
9795	THAP5	THAP domain containing 5	1198	11	0	0	1	0	0	0	1	1	1	8.304922e-01	NaN	NaN	8.304922e-01	1
9796	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	3215	1	0	2	4	0	0	0	4	4	4	7.580326e-01	1	4.600000e-01	8.305085e-01	1
9797	C7orf28B	chromosome 7 open reading frame 28B	1507	31	0	0	1	1	0	0	2	2	2	4.775832e-01	1	7.340000e-01	8.305253e-01	1
9798	OSTM1	osteopetrosis associated transmembrane protein 1	1027	70	0	0	0	0	0	1	1	1	1	8.306014e-01	NaN	NaN	8.306014e-01	1
9799	EGR2	early growth response 2 (Krox-20 homolog, Drosophila)	1439	8	0	4	9	0	0	1	10	9	10	4.776923e-01	1	8.660000e-01	8.306059e-01	1
9800	ZNF385B	zinc finger protein 385B	1475	11	0	2	6	0	0	1	7	7	7	9.295557e-01	1	4.010000e-01	8.306792e-01	1
9801	OXT	oxytocin, prepro- (neurophysin I)	390	3	0	1	1	0	0	0	1	1	1	8.306891e-01	NaN	NaN	8.306891e-01	1
9802	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	2670	3	0	3	8	1	0	1	10	10	10	4.778058e-01	1	8.690000e-01	8.306897e-01	1
9803	NCOA6	nuclear receptor coactivator 6	6244	8	0	5	11	2	0	2	15	13	15	4.778084e-01	1	7.950000e-01	8.306916e-01	1
9804	DEFB127	defensin, beta 127	304	250	0	0	1	0	0	0	1	1	1	8.307069e-01	NaN	NaN	8.307069e-01	1
9805	RBM14	RNA binding motif protein 14	2018	6	0	7	6	0	0	1	7	7	7	9.812964e-01	1	4.330000e-01	8.307529e-01	1
9806	MESP1	mesoderm posterior 1 homolog (mouse)	813	0	0	2	1	0	0	0	1	1	1	8.308296e-01	NaN	NaN	8.308296e-01	1
9807	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	2062	1	0	3	2	0	0	0	2	2	2	9.036712e-01	1	4.930000e-01	8.308641e-01	1
9808	HSF1	heat shock transcription factor 1	1641	4	0	5	4	0	0	0	4	4	4	9.054167e-01	1	4.680000e-01	8.308774e-01	1
9809	SLC10A5	solute carrier family 10 (sodium/bile acid cotransporter family), member 5	1315	6	0	0	1	0	0	0	1	1	1	8.310677e-01	NaN	NaN	8.310677e-01	1
9810	NUB1	negative regulator of ubiquitin-like proteins 1	1862	0	0	0	5	0	0	0	5	5	5	4.783510e-01	1	8.950000e-01	8.310920e-01	1
9811	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	3839	3	0	8	8	0	0	0	8	8	8	9.925595e-01	1	3.400000e-01	8.311383e-01	1
9812	MBNL3	muscleblind-like 3 (Drosophila)	1195	0	0	0	4	0	0	0	4	4	4	4.784372e-01	1	2.440000e-01	8.311556e-01	1
9813	ACCN4	amiloride-sensitive cation channel 4, pituitary	2037	4	0	3	8	0	0	1	9	9	9	4.786892e-01	1	5.300000e-01	8.313413e-01	1
9814	CRYGA	crystallin, gamma A	544	53	0	0	3	0	0	0	3	3	3	4.787598e-01	1	8.580000e-01	8.313933e-01	1
9815	BTBD11	BTB (POZ) domain containing 11	3484	1	1	9	17	0	2	0	19	18	18	7.876243e-01	4.790000e-01	9.930000e-01	8.314786e-01	1
9816	CEL	carboxyl ester lipase (bile salt-stimulated lipase)	2315	30	0	5	8	0	0	2	10	10	10	4.792002e-01	1	7.010000e-01	8.317175e-01	1
9817	LIN9	lin-9 homolog (C. elegans)	1733	19	0	2	5	0	0	0	5	5	5	4.793285e-01	1	6.360000e-01	8.318119e-01	1
9818	LAD1	ladinin 1	1590	0	0	1	8	0	0	1	9	8	9	4.793320e-01	1	7.010000e-01	8.318144e-01	1
9819	ZNF385D	zinc finger protein 385D	1216	0	0	6	19	0	0	0	19	19	17	9.684364e-01	3.320000e-01	9.760000e-01	8.318468e-01	1
9820	PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	1770	12	0	5	4	0	2	2	8	7	8	4.793786e-01	1	7.340000e-01	8.318487e-01	1
9821	CCDC86	coiled-coil domain containing 86	1095	1	0	1	3	1	0	0	4	4	4	4.795438e-01	1	7.120000e-01	8.319701e-01	1
9822	FBP1	fructose-1,6-bisphosphatase 1	1045	6	1	0	6	0	0	0	6	6	6	4.796075e-01	1	8.230000e-01	8.320170e-01	1
9823	SOX3	SRY (sex determining region Y)-box 3	1341	0	0	3	8	0	0	1	9	8	8	7.035180e-01	5.240000e-01	9.950000e-01	8.321579e-01	1
9824	MED14	mediator complex subunit 14	4485	4	0	3	2	1	0	0	3	3	3	4.798230e-01	1	9.080000e-01	8.321752e-01	1
9825	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	3717	19	2	4	20	1	1	1	23	19	23	4.798530e-01	1	6.770000e-01	8.321973e-01	1
9826	FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)	718	31	0	0	1	0	0	0	1	1	1	8.322106e-01	NaN	NaN	8.322106e-01	1
9827	C6orf167	chromosome 6 open reading frame 167	3828	14	0	1	10	0	1	0	11	11	11	4.801008e-01	1	5.390000e-01	8.323792e-01	1
9828	UBE2D4	ubiquitin-conjugating enzyme E2D 4 (putative)	470	8	0	1	1	0	1	0	2	2	2	4.801012e-01	1	9.980000e-01	8.323794e-01	1
9829	UBE2U	ubiquitin-conjugating enzyme E2U (putative)	713	6	0	2	1	0	0	0	1	1	1	8.324364e-01	NaN	NaN	8.324364e-01	1
9830	ITGA6	integrin, alpha 6	3486	15	1	5	8	3	0	0	11	11	11	4.803116e-01	1	8.850000e-01	8.325338e-01	1
9831	ZBED2	zinc finger, BED-type containing 2	752	14	0	0	2	0	0	0	2	2	2	7.517294e-01	1	5.530000e-01	8.325657e-01	1
9832	HOXC11	homeobox C11	919	0	0	2	1	0	0	0	1	1	1	8.325943e-01	NaN	NaN	8.325943e-01	1
9833	OR5K1	olfactory receptor, family 5, subfamily K, member 1	929	35	0	2	2	0	0	0	2	2	2	9.134070e-01	1	4.670000e-01	8.326368e-01	1
9834	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	760	11	0	0	1	0	0	0	1	1	1	8.327902e-01	NaN	NaN	8.327902e-01	1
9835	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	2414	12	0	3	5	0	0	0	5	5	5	4.806963e-01	1	6.040000e-01	8.328157e-01	1
9836	EMB	embigin homolog (mouse)	1016	2	0	0	1	0	2	1	4	4	4	4.807164e-01	1	9.100000e-01	8.328305e-01	1
9837	NFXL1	nuclear transcription factor, X-box binding-like 1	2824	1	0	2	6	0	0	0	6	6	6	9.953245e-01	1	4.270000e-01	8.328490e-01	1
9838	TREM1	triggering receptor expressed on myeloid cells 1	719	33	0	1	4	0	0	0	4	4	4	4.810263e-01	1	3.740000e-01	8.330574e-01	1
9839	PTTG1	pituitary tumor-transforming 1	631	133	0	1	0	0	0	1	1	1	1	8.330904e-01	NaN	NaN	8.330904e-01	1
9840	STT3B	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)	2539	3	0	3	2	0	1	1	4	4	4	4.811573e-01	1	5.290000e-01	8.331533e-01	1
9841	IL10RB	interleukin 10 receptor, beta	1091	4	0	2	3	0	0	0	3	3	3	9.311472e-01	1	3.430000e-01	8.333330e-01	1
9842	PARP10	poly (ADP-ribose) polymerase family, member 10	3118	4	0	5	10	0	1	0	11	11	11	7.273366e-01	1	6.020000e-01	8.334015e-01	1
9843	MAPT	microtubule-associated protein tau	2566	13	0	1	4	0	0	2	6	6	6	4.815022e-01	1	8.720000e-01	8.334055e-01	1
9844	RPLP0	ribosomal protein, large, P0	984	7	0	3	3	0	0	1	4	4	4	4.815341e-01	1	9.330000e-01	8.334288e-01	1
9845	TNFRSF19	tumor necrosis factor receptor superfamily, member 19	1315	4	0	2	5	0	0	0	5	5	5	4.815679e-01	1	5.460000e-01	8.334535e-01	1
9846	MVP	major vault protein	2777	0	0	7	8	0	0	1	9	8	9	9.263761e-01	1	2.820000e-01	8.335613e-01	1
9847	PGAM5	phosphoglycerate mutase family member 5	943	0	1	4	2	0	0	0	2	2	2	9.952977e-01	1	3.920000e-01	8.335675e-01	1
9848	TTPAL	tocopherol (alpha) transfer protein-like	1045	6	0	0	1	0	0	0	1	1	1	8.337114e-01	NaN	NaN	8.337114e-01	1
9849	RPRD2	regulation of nuclear pre-mRNA domain containing 2	4426	12	0	6	13	0	0	0	13	13	13	6.443365e-01	1	4.660000e-01	8.337425e-01	1
9850	GSTT2	glutathione S-transferase theta 2	1509	163	0	0	1	0	0	0	1	1	1	8.337879e-01	NaN	NaN	8.337879e-01	1
9851	POTEE	POTE ankyrin domain family, member E	3286	5	0	0	1	0	0	0	1	1	1	8.337915e-01	NaN	NaN	8.337915e-01	1
9852	TMEM56	transmembrane protein 56	816	3	0	2	1	0	0	2	3	3	3	4.821413e-01	1	8.010000e-01	8.338721e-01	1
9853	GH1	growth hormone 1	672	9	0	2	4	0	0	0	4	4	4	4.821525e-01	1	7.590000e-01	8.338802e-01	1
9854	PARP8	poly (ADP-ribose) polymerase family, member 8	2669	2	0	4	7	0	2	0	9	8	9	4.821554e-01	1	4.640000e-01	8.338823e-01	1
9855	ADRB3	adrenergic, beta-3-, receptor	1231	0	0	5	2	0	0	1	3	3	3	7.691372e-01	1	4.780000e-01	8.339507e-01	1
9856	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	1020	5	0	0	5	0	0	1	6	6	6	4.823362e-01	1	6.160000e-01	8.340142e-01	1
9857	M6PR	mannose-6-phosphate receptor (cation dependent)	857	3	0	3	4	0	0	0	4	4	4	9.825568e-01	1	3.630000e-01	8.340865e-01	1
9858	FAM110B	family with sequence similarity 110, member B	1113	5	0	1	4	1	0	0	5	5	5	4.825920e-01	1	9.870000e-01	8.342006e-01	1
9859	MR1	major histocompatibility complex, class I-related	1048	0	0	0	3	0	0	0	3	3	3	4.826108e-01	1	7.040000e-01	8.342144e-01	1
9860	FBRS	fibrosin	1423	0	0	3	4	0	0	1	5	5	5	4.826464e-01	1	9.100000e-01	8.342403e-01	1
9861	CHRND	cholinergic receptor, nicotinic, delta	1600	0	0	0	6	0	0	0	6	5	6	4.826940e-01	1	8.180000e-01	8.342749e-01	1
9862	COL8A1	collagen, type VIII, alpha 1	2243	1	0	6	7	1	0	0	8	8	8	8.744896e-01	1	4.740000e-01	8.342926e-01	1
9863	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	357	78	0	0	2	0	0	0	2	2	2	4.827427e-01	1	7.950000e-01	8.343104e-01	1
9864	PANK3	pantothenate kinase 3	1137	0	0	0	2	0	0	0	2	2	2	4.827648e-01	1	8.300000e-01	8.343265e-01	1
9865	PCBP1	poly(rC) binding protein 1	1071	0	0	7	10	0	0	2	12	12	12	4.828920e-01	1	9.320000e-01	8.344191e-01	1
9866	CAGE1	cancer antigen 1	2678	2	0	0	7	0	0	0	7	7	7	4.829196e-01	1	4.900000e-01	8.344392e-01	1
9867	CTU2	cytosolic thiouridylase subunit 2 homolog (S. pombe)	1608	3	7	0	2	0	0	0	2	2	2	9.998571e-01	1	4.820000e-01	8.344475e-01	1
9868	SLC38A7	solute carrier family 38, member 7	1425	6	0	0	2	0	0	0	2	2	2	4.829691e-01	1	8.410000e-01	8.344753e-01	1
9869	C5orf39	chromosome 5 open reading frame 39	582	18	0	1	1	0	0	0	1	1	1	8.344932e-01	NaN	NaN	8.344932e-01	1
9870	CCDC150	coiled-coil domain containing 150	3414	12	0	3	7	2	0	0	9	9	9	4.830263e-01	1	7.180000e-01	8.345169e-01	1
9871	LHX1	LIM homeobox 1	1239	1	0	5	8	0	0	2	10	10	10	4.830562e-01	1	6.540000e-01	8.345386e-01	1
9872	CLK1	CDC-like kinase 1	1629	6	0	1	4	0	0	1	5	5	5	4.830939e-01	1	9.020000e-01	8.345661e-01	1
9873	KIAA1199	KIAA1199	4198	1	0	4	23	0	0	0	23	21	23	4.831809e-01	1	6.660000e-01	8.346294e-01	1
9874	CDC16	cell division cycle 16 homolog (S. cerevisiae)	1935	0	0	2	3	0	1	0	4	4	4	4.832652e-01	1	8.340000e-01	8.346907e-01	1
9875	PALM2	paralemmin 2	1272	15	0	2	5	0	1	0	6	6	6	4.834258e-01	1	5.920000e-01	8.348074e-01	1
9876	FAM177B	family with sequence similarity 177, member B	493	0	0	2	2	0	0	0	2	2	2	9.281142e-01	1	4.710000e-01	8.348959e-01	1
9877	CHRDL1	chordin-like 1	1421	1	0	1	6	0	1	0	7	7	7	4.835559e-01	1	8.900000e-01	8.349020e-01	1
9878	KIF18A	kinesin family member 18A	2761	3	0	2	9	0	0	0	9	9	9	7.749608e-01	1	5.360000e-01	8.349163e-01	1
9879	KREMEN2	kringle containing transmembrane protein 2	1421	3	0	3	4	0	0	0	4	4	4	4.835985e-01	1	4.990000e-01	8.349330e-01	1
9880	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	4364	7	2	5	7	0	0	1	8	8	8	9.337434e-01	1	4.590000e-01	8.349915e-01	1
9881	H2AFX	H2A histone family, member X	983	19	0	1	2	0	0	0	2	2	2	4.836939e-01	1	9.050000e-01	8.350022e-01	1
9882	PHC2	polyhomeotic homolog 2 (Drosophila)	2631	1	0	3	3	0	0	0	3	3	3	9.449893e-01	1	4.150000e-01	8.351044e-01	1
9883	CMTM2	CKLF-like MARVEL transmembrane domain containing 2	1035	7	0	2	1	0	0	0	1	1	1	8.351466e-01	NaN	NaN	8.351466e-01	1
9884	PARP12	poly (ADP-ribose) polymerase family, member 12	2150	83	0	3	4	0	0	1	5	5	5	8.401100e-01	1	4.460000e-01	8.351543e-01	1
9885	XCL1	chemokine (C motif) ligand 1	355	106	0	0	2	0	0	0	2	2	2	4.840780e-01	1	8.040000e-01	8.352811e-01	1
9886	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	642	32	0	1	1	0	0	0	1	1	1	8.353563e-01	NaN	NaN	8.353563e-01	1
9887	VPS26B	vacuolar protein sorting 26 homolog B (S. pombe)	1081	3	0	0	4	0	0	0	4	4	4	4.841954e-01	1	3.660000e-01	8.353662e-01	1
9888	IDI2	isopentenyl-diphosphate delta isomerase 2	700	10	0	0	1	0	0	0	1	1	1	8.353915e-01	NaN	NaN	8.353915e-01	1
9889	RET	ret proto-oncogene	3451	4	0	5	10	1	0	0	11	11	11	4.843803e-01	1	5.140000e-01	8.355003e-01	1
9890	MYBL2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	2155	2	0	1	5	0	0	0	5	5	5	4.843904e-01	1	8.260000e-01	8.355076e-01	1
9891	ARMCX3	armadillo repeat containing, X-linked 3	1140	42	0	1	4	0	0	0	4	4	4	4.844148e-01	1	6.660000e-01	8.355253e-01	1
