gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
KRTAP10-1	keratin associated protein 10-1	849	4	2	2	1	0	0	0	1	1	1	9.029243e-01	NaN	NaN	NaN	NaN	2.636364e-01	9.029243e-01	1
VWA3B	von Willebrand factor A domain containing 3B	4061	6	1	4	9	3	1	1	14	14	14	5.931123e-01	1	6.910000e-01	1	6.952304e-01	7.461254e-01	9.029373e-01	1
ZNF365	zinc finger protein 365	2143	11	2	0	7	0	0	1	8	7	8	5.932718e-01	1	5.930000e-01	1	5.620198e-01	2.025206e-01	9.030206e-01	1
ATF2	activating transcription factor 2	1569	4	0	1	2	0	0	0	2	2	2	5.933004e-01	1	8.250000e-01	9.999996e-01	8.251048e-01	5.550889e-02	9.030355e-01	1
AGMAT	agmatine ureohydrolase (agmatinase)	1083	9	0	2	4	0	0	0	4	4	4	5.933096e-01	1	9.760000e-01	1.000000e+00	9.653195e-01	8.633071e-01	9.030403e-01	1
WBP1	WW domain binding protein 1	928	8	0	2	1	0	0	0	1	1	1	9.030875e-01	NaN	NaN	NaN	NaN	1	9.030875e-01	1
C2orf47	chromosome 2 open reading frame 47	892	15	0	1	2	0	0	1	3	3	3	5.934124e-01	1	9.470000e-01	1.000000e+00	9.354995e-01	2.015584e-01	9.030939e-01	1
PRIMA1	proline rich membrane anchor 1	492	28	0	0	1	0	0	0	1	1	1	9.031441e-01	NaN	NaN	NaN	NaN	4.469274e-01	9.031441e-01	1
GLIPR1L2	GLI pathogenesis-related 1 like 2	1275	33	0	0	2	0	0	1	3	3	3	5.936570e-01	1	9.620000e-01	1.000000e+00	9.677395e-01	6.432202e-01	9.032216e-01	1
MPHOSPH6	M-phase phosphoprotein 6	501	73	0	1	2	0	0	0	2	2	2	5.936591e-01	1	8.930000e-01	9.999961e-01	9.064984e-01	3.221146e-01	9.032226e-01	1
SIRPB1	signal-regulatory protein beta 1	2427	0	0	1	1	0	0	0	1	1	1	9.032810e-01	NaN	NaN	NaN	NaN	8.821918e-01	9.032810e-01	1
FRAT1	frequently rearranged in advanced T-cell lymphomas	840	1	0	1	1	0	0	0	1	1	1	9.032865e-01	NaN	NaN	NaN	NaN	1.111111e-02	9.032865e-01	1
ZEB1	zinc finger E-box binding homeobox 1	3419	2	0	3	5	0	0	3	8	8	8	5.939355e-01	1	8.010000e-01	1	8.119943e-01	4.615843e-01	9.033667e-01	1
KLK6	kallikrein-related peptidase 6	769	108	0	1	2	0	0	1	3	3	3	5.939381e-01	1	6.620000e-01	1.000000e+00	6.653099e-01	6.708124e-01	9.033681e-01	1
RAMP3	receptor (G protein-coupled) activity modifying protein 3	470	57	0	0	1	0	0	1	2	2	2	5.939578e-01	1	9.080000e-01	9.999956e-01	8.936570e-01	2.854634e-01	9.033784e-01	1
MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	852	77	1	0	1	0	0	0	1	1	1	9.035143e-01	NaN	NaN	NaN	NaN	3.435115e-01	9.035143e-01	1
CCDC65	coiled-coil domain containing 65	1550	0	1	0	2	0	0	0	2	2	2	5.942630e-01	1	8.410000e-01	9.999996e-01	8.257187e-01	9.309559e-01	9.035373e-01	1
ZZZ3	zinc finger, ZZ-type containing 3	2777	5	0	2	5	0	0	0	5	5	5	5.944582e-01	1	8.530000e-01	1.000000e+00	8.595567e-01	0	9.036388e-01	1
DQX1	DEAQ box polypeptide 1 (RNA-dependent ATPase)	2194	2	1	0	4	0	0	0	4	4	4	5.945360e-01	1	9.380000e-01	1.000000e+00	9.350150e-01	9.696240e-01	9.036793e-01	1
TTC23L	tetratricopeptide repeat domain 23-like	1121	3	1	2	1	0	0	0	1	1	1	9.037354e-01	NaN	NaN	NaN	NaN	1.320755e-01	9.037354e-01	1
KRTAP10-2	keratin associated protein 10-2	768	4	0	3	1	0	0	0	1	1	1	9.038059e-01	NaN	NaN	NaN	NaN	4.037037e-01	9.038059e-01	1
KLK4	kallikrein-related peptidase 4	781	12	0	0	3	0	0	0	3	3	3	5.948089e-01	1	8.280000e-01	1.000000e+00	8.260052e-01	7.397871e-01	9.038211e-01	1
RTN4IP1	reticulon 4 interacting protein 1	1223	3	0	3	1	0	0	0	1	1	1	9.038374e-01	NaN	NaN	NaN	NaN	6.773399e-01	9.038374e-01	1
SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	1131	8	2	0	2	0	0	0	2	1	2	9.039064e-01	NaN	NaN	NaN	NaN	7.163121e-01	9.039064e-01	1
ASB9	ankyrin repeat and SOCS box-containing 9	936	4	0	0	1	0	0	0	1	1	1	9.039152e-01	NaN	NaN	NaN	NaN	1.388889e-02	9.039152e-01	1
TMEM165	transmembrane protein 165	1015	68	0	1	1	0	1	0	2	2	2	5.950064e-01	1	7.240000e-01	9.999990e-01	7.328448e-01	7.041916e-01	9.039237e-01	1
MARCH3	membrane-associated ring finger (C3HC4) 3	796	4	0	0	1	0	0	0	1	1	1	9.039409e-01	NaN	NaN	NaN	NaN	8.125000e-01	9.039409e-01	1
TNS3	tensin 3	4470	19	2	11	13	0	0	0	13	12	13	9.951034e-01	1	5.050000e-01	1	5.287193e-01	7.328212e-01	9.039576e-01	1
TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	2506	1	1	1	3	0	0	2	5	5	5	5.951554e-01	1	8.120000e-01	1.000000e+00	8.104165e-01	7.856628e-01	9.040010e-01	1
GPX3	glutathione peroxidase 3 (plasma)	697	4	1	1	2	0	0	0	2	2	2	9.614871e-01	1	6.180000e-01	9.999980e-01	6.387319e-01	4.201375e-01	9.040037e-01	1
ATP6V0E2	ATPase, H+ transporting V0 subunit e2	746	4	1	0	1	0	0	0	1	1	1	9.040167e-01	NaN	NaN	NaN	NaN	1.180556e-01	9.040167e-01	1
A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	1027	7	0	1	1	0	0	0	1	1	1	9.040373e-01	NaN	NaN	NaN	NaN	4.480370e-01	9.040373e-01	1
PCDHA3	protocadherin alpha 3	2944	12	1	10	20	1	1	0	22	21	21	5.953228e-01	1	6.870000e-01	1	6.769585e-01	6.904164e-01	9.040879e-01	1
HTR6	5-hydroxytryptamine (serotonin) receptor 6	1331	3	0	1	4	0	0	0	4	4	4	9.680876e-01	1	5.860000e-01	1.000000e+00	6.007236e-01	7.577264e-01	9.041143e-01	1
NT5DC1	5'-nucleotidase domain containing 1	1412	7	1	0	5	0	0	0	5	5	5	5.953797e-01	1	6.870000e-01	1.000000e+00	6.826162e-01	6.538102e-01	9.041174e-01	1
RPS10	ribosomal protein S10	581	28	1	0	1	0	0	0	1	1	1	9.041505e-01	NaN	NaN	NaN	NaN	4.739884e-01	9.041505e-01	1
PBX3	pre-B-cell leukemia homeobox 3	1404	8	1	0	1	0	0	1	2	2	2	5.955561e-01	1	8.920000e-01	9.999995e-01	8.875266e-01	5.834906e-01	9.042088e-01	1
SYT11	synaptotagmin XI	1308	3	0	0	2	0	0	0	2	2	2	5.955646e-01	1	5.370000e-01	9.999994e-01	5.207799e-01	4.377307e-01	9.042132e-01	1
EXOSC3	exosome component 3	840	0	1	1	1	0	0	0	1	1	1	9.042612e-01	NaN	NaN	NaN	NaN	1.214953e-01	9.042612e-01	1
RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	4026	0	0	5	9	0	1	0	10	9	10	5.958060e-01	1	8.780000e-01	1	8.818694e-01	2.113303e-01	9.043383e-01	1
PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	1528	4	2	1	4	0	0	0	4	4	4	8.935502e-01	1	5.700000e-01	1.000000e+00	5.724578e-01	2.798572e-01	9.044377e-01	1
STRN3	striatin, calmodulin binding protein 3	2462	11	0	3	4	2	0	0	6	5	6	5.960405e-01	1	7.280000e-01	1.000000e+00	7.217141e-01	7.664214e-01	9.044597e-01	1
PPP1R18	protein phosphatase 1, regulatory subunit 18	1850	1	0	7	12	1	0	0	13	13	13	5.960542e-01	1	7.420000e-01	1	7.642585e-01	8.123938e-01	9.044667e-01	1
IL17C	interleukin 17C	602	1	0	2	1	0	0	0	1	1	1	9.044798e-01	NaN	NaN	NaN	NaN	5.820106e-01	9.044798e-01	1
RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	1076	18	0	1	1	0	0	0	1	1	1	9.045179e-01	NaN	NaN	NaN	NaN	8.682171e-01	9.045179e-01	1
SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	1623	0	0	5	2	1	0	0	3	3	3	9.725185e-01	1	4.620000e-01	1.000000e+00	4.750718e-01	3.815204e-01	9.045183e-01	1
KBTBD3	kelch repeat and BTB (POZ) domain containing 3	1888	93	0	3	5	1	0	0	6	6	6	5.962493e-01	1	4.100000e-01	1	4.043003e-01	8.463573e-01	9.045677e-01	1
FEZF1	FEZ family zinc finger 1	1440	33	1	3	9	0	1	1	11	9	11	5.963099e-01	1	7.280000e-01	1	7.140179e-01	9.273039e-01	9.045990e-01	1
QPCTL	glutaminyl-peptide cyclotransferase-like	1173	10	0	0	1	0	0	0	1	1	1	9.046170e-01	NaN	NaN	NaN	NaN	6.550388e-01	9.046170e-01	1
HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	806	9	0	0	2	0	0	0	2	2	2	5.965897e-01	1	8.510000e-01	9.999985e-01	8.607588e-01	9.098174e-01	9.047436e-01	1
PPP6R3	protein phosphatase 6, regulatory subunit 3	2798	6	0	4	3	0	0	1	4	4	4	8.696737e-01	1	4.570000e-01	1.000000e+00	4.504993e-01	7.908719e-02	9.047469e-01	1
RMDN2		2366	3	1	0	2	0	0	0	2	2	2	5.968051e-01	1	6.950000e-01	9.999998e-01	6.831876e-01	2.916780e-01	9.048548e-01	1
ASMTL	acetylserotonin O-methyltransferase-like	3828	7	0	8	9	0	1	0	10	9	10	9.966116e-01	1	3.260000e-01	1	3.095779e-01	4.054064e-02	9.049401e-01	1
ABHD1	abhydrolase domain containing 1	1251	1	0	1	1	0	0	0	1	1	1	9.049701e-01	NaN	NaN	NaN	NaN	5.382263e-01	9.049701e-01	1
UGT3A2	UDP glycosyltransferase 3 family, polypeptide A2	1596	13	1	1	4	0	0	0	4	4	4	5.970559e-01	1	8.040000e-01	1.000000e+00	8.066304e-01	9.257773e-01	9.049842e-01	1
CHMP4C	chromatin modifying protein 4C	718	10	0	0	2	0	0	0	2	2	2	5.970964e-01	1	8.640000e-01	9.999981e-01	8.543973e-01	6.473351e-01	9.050051e-01	1
PSKH1	protein serine kinase H1	1279	1	0	2	3	1	0	0	4	4	4	5.971305e-01	1	9.350000e-01	1.000000e+00	9.261689e-01	6.260639e-01	9.050227e-01	1
SLBP	stem-loop binding protein	862	84	1	0	1	0	0	0	1	1	1	9.051435e-01	NaN	NaN	NaN	NaN	3.733333e-01	9.051435e-01	1
ARRDC1	arrestin domain containing 1	1330	14	0	2	4	0	0	1	5	5	5	5.974520e-01	1	7.960000e-01	1.000000e+00	7.740104e-01	6.559594e-01	9.051884e-01	1
ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	1639	7	2	2	5	1	0	0	6	6	6	5.975919e-01	1	5.430000e-01	1	5.545597e-01	7.755946e-01	9.052604e-01	1
KCNJ12	potassium inwardly-rectifying channel, subfamily J, member 12	1302	18	0	1	4	0	0	0	4	4	4	9.750279e-01	1	1.880000e-01	1.000000e+00	2.029624e-01	9.890263e-01	9.053120e-01	1
SPRED1	sprouty-related, EVH1 domain containing 1	1359	1	0	0	1	1	0	0	2	2	2	5.979804e-01	1	8.510000e-01	9.999995e-01	8.491537e-01	4.622510e-01	9.054603e-01	1
VIL1	villin 1	2720	3	0	5	5	0	0	1	6	6	6	8.554819e-01	1	6.470000e-01	1	6.778065e-01	8.183298e-01	9.054610e-01	1
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	2874	4	1	2	7	0	1	0	8	8	8	5.980736e-01	1	3.330000e-01	1	3.200787e-01	1.512276e-01	9.055082e-01	1
DENND4C	DENN/MADD domain containing 4C	6001	6	1	4	8	1	0	1	10	10	10	5.981927e-01	1	8.720000e-01	1	8.737916e-01	5.454298e-01	9.055694e-01	1
SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	951	161	1	0	1	0	0	0	1	1	1	9.056365e-01	NaN	NaN	NaN	NaN	6.746242e-01	9.056365e-01	1
SARNP	SAP domain containing ribonucleoprotein	723	15	2	1	1	0	0	0	1	1	1	9.056402e-01	NaN	NaN	NaN	NaN	3.415842e-01	9.056402e-01	1
CCRL2	chemokine (C-C motif) receptor-like 2	1075	14	0	1	1	0	0	0	1	1	1	9.056647e-01	NaN	NaN	NaN	NaN	9.700599e-01	9.056647e-01	1
TNS4	tensin 4	2192	2	0	1	2	1	0	0	3	3	3	5.986634e-01	1	9.560000e-01	1.000000e+00	9.588166e-01	9.743447e-01	9.058111e-01	1
NT5E	5'-nucleotidase, ecto (CD73)	1799	0	1	2	4	1	0	0	5	5	5	5.987684e-01	1	5.390000e-01	1.000000e+00	5.419925e-01	8.297743e-01	9.058650e-01	1
CCDC148	coiled-coil domain containing 148	1934	2	0	1	5	1	0	0	6	6	6	5.989211e-01	1	7.520000e-01	1	7.658895e-01	9.752198e-01	9.059433e-01	1
CA7	carbonic anhydrase VII	819	24	1	0	1	0	0	0	1	1	1	9.059876e-01	NaN	NaN	NaN	NaN	7.536657e-01	9.059876e-01	1
GSTM3	glutathione S-transferase M3 (brain)	706	1	2	2	0	0	1	0	1	1	1	9.060211e-01	NaN	NaN	NaN	NaN	8.013857e-01	9.060211e-01	1
OR1S2	olfactory receptor, family 1, subfamily S, member 2	980	5	0	4	3	0	0	0	3	3	3	8.797198e-01	1	5.750000e-01	1.000000e+00	5.450674e-01	4.380827e-01	9.060294e-01	1
INSL6	insulin-like 6	646	6	0	0	2	0	0	0	2	2	2	5.991129e-01	1	8.310000e-01	9.999976e-01	8.402103e-01	7.005778e-01	9.060416e-01	1
OTUD6B	OTU domain containing 6B	1010	3	1	1	3	0	0	1	4	4	4	5.991477e-01	1	9.360000e-01	1.000000e+00	9.339318e-01	4.528865e-02	9.060594e-01	1
ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein-like 2	1608	10	0	2	5	0	0	0	5	5	5	5.991550e-01	1	9.450000e-01	1.000000e+00	9.375441e-01	7.753832e-01	9.060631e-01	1
MEFV	Mediterranean fever	2654	5	0	9	10	0	0	0	10	10	10	5.991709e-01	1	9.720000e-01	1	9.711535e-01	4.713344e-01	9.060713e-01	1
CFI	complement factor I	1830	36	0	2	2	0	1	1	4	4	4	5.991826e-01	1	5.100000e-01	1.000000e+00	5.198001e-01	1.984271e-01	9.060773e-01	1
CD247	CD247 molecule	523	20	1	2	1	0	0	0	1	1	1	9.060968e-01	NaN	NaN	NaN	NaN	5.491071e-01	9.060968e-01	1
CNKSR1	connector enhancer of kinase suppressor of Ras 1	2243	3	1	4	7	1	0	0	8	8	8	5.993268e-01	1	6.500000e-01	1	6.567820e-01	8.917713e-01	9.061511e-01	1
STRA13	stimulated by retinoic acid 13 homolog (mouse)	412	2	1	0	1	0	0	0	1	1	1	9.061644e-01	NaN	NaN	NaN	NaN	1	9.061644e-01	1
ACSBG2	acyl-CoA synthetase bubblegum family member 2	2049	5	1	1	7	0	1	0	8	7	8	5.994834e-01	1	9.690000e-01	1	9.694903e-01	8.249065e-01	9.062313e-01	1
CLSTN3	calsyntenin 3	3037	6	1	6	9	0	0	0	9	8	9	9.811875e-01	1	4.730000e-01	1	4.768042e-01	8.277629e-01	9.062426e-01	1
C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	1140	13	0	4	4	0	0	0	4	4	4	5.998949e-01	1	5.100000e-01	1.000000e+00	5.051727e-01	6.558312e-01	9.064417e-01	1
PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	3319	10	2	8	22	0	0	0	22	22	22	6.895928e-01	7.050000e-01	9.060000e-01	1	9.027941e-01	8.007474e-01	9.064677e-01	1
TLX2	T-cell leukemia homeobox 2	863	0	0	2	1	0	0	0	1	1	1	9.064712e-01	NaN	NaN	NaN	NaN	6.569343e-02	9.064712e-01	1
MRPS28	mitochondrial ribosomal protein S28	572	0	2	0	1	0	0	1	2	2	2	5.999898e-01	1	8.870000e-01	9.999970e-01	8.958825e-01	6.862945e-01	9.064902e-01	1
THOP1	thimet oligopeptidase 1	2309	9	0	5	7	1	0	0	8	8	8	6.000769e-01	1	9.810000e-01	1	9.746957e-01	1.612970e-01	9.065346e-01	1
MAB21L2	mab-21-like 2 (C. elegans)	1080	8	0	1	8	0	0	0	8	7	8	6.001265e-01	1	4.600000e-01	1	4.452697e-01	7.167733e-01	9.065600e-01	1
ZNF701	zinc finger protein 701	1610	9	0	1	0	0	0	1	1	1	1	9.065616e-01	NaN	NaN	NaN	NaN	4.320988e-01	9.065616e-01	1
H1FNT	H1 histone family, member N, testis-specific	768	4	0	2	4	0	0	0	4	4	4	6.001779e-01	1	9.400000e-01	1.000000e+00	9.325280e-01	6.758360e-01	9.065862e-01	1
FNTA	farnesyltransferase, CAAX box, alpha	1172	3	0	2	1	0	0	0	1	1	1	9.067289e-01	NaN	NaN	NaN	NaN	3.030303e-02	9.067289e-01	1
TPRG1	tumor protein p63 regulated 1	848	0	0	2	1	0	0	0	1	1	1	9.067377e-01	NaN	NaN	NaN	NaN	1.383731e-01	9.067377e-01	1
COQ10B	coenzyme Q10 homolog B (S. cerevisiae)	755	13	0	2	3	0	0	0	3	3	3	6.005369e-01	1	7.360000e-01	1.000000e+00	7.322536e-01	4.674290e-01	9.067694e-01	1
HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12	995	21	2	1	1	0	0	0	1	1	1	9.068109e-01	NaN	NaN	NaN	NaN	6.349206e-01	9.068109e-01	1
MEDAG	mesenteric estrogen-dependent adipogenesis	928	7	1	2	3	0	0	1	4	4	4	6.007058e-01	1	5.180000e-01	1.000000e+00	4.938076e-01	4.067437e-01	9.068555e-01	1
ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	2950	1	3	1	12	1	0	0	13	13	13	6.007632e-01	1	3.750000e-01	1	3.686188e-01	8.602514e-01	9.068848e-01	1
HDAC8	histone deacetylase 8	1376	5	0	0	2	0	0	0	2	2	2	6.008576e-01	1	4.260000e-01	9.999995e-01	4.146154e-01	6.714628e-02	9.069328e-01	1
MARVELD3	MARVEL domain containing 3	1917	1	0	3	6	0	0	1	7	7	7	6.008632e-01	1	9.030000e-01	1	9.032910e-01	2.335283e-01	9.069357e-01	1
ARMC1	armadillo repeat containing 1	869	8	0	0	1	0	0	0	1	1	1	9.069982e-01	NaN	NaN	NaN	NaN	6.197531e-01	9.069982e-01	1
HIST1H2BA	histone cluster 1, H2ba	384	1	0	3	3	0	0	0	3	3	3	6.010234e-01	1	3.990000e-01	1.000000e+00	3.939115e-01	7.052589e-01	9.070173e-01	1
RGS2	regulator of G-protein signaling 2, 24kDa	652	17	1	1	1	0	0	0	1	1	1	9.070221e-01	NaN	NaN	NaN	NaN	5.787402e-01	9.070221e-01	1
LYNX1	Ly6/neurotoxin 1	661	6	2	0	1	0	0	0	1	1	1	9.070380e-01	NaN	NaN	NaN	NaN	9.080000e-01	9.070380e-01	1
PARD6A	par-6 partitioning defective 6 homolog alpha (C. elegans)	1049	9	0	1	2	1	0	0	3	3	2	6.011375e-01	1	9.650000e-01	1.000000e+00	9.700706e-01	4.253147e-01	9.070754e-01	1
PSAT1	phosphoserine aminotransferase 1	1145	79	0	1	3	1	0	0	4	4	4	6.012024e-01	1	5.210000e-01	1.000000e+00	5.165399e-01	4.179748e-01	9.071084e-01	1
TMEM55A	transmembrane protein 55A	798	71	0	1	1	0	0	0	1	1	1	9.071264e-01	NaN	NaN	NaN	NaN	7.330651e-01	9.071264e-01	1
LGR5	leucine-rich repeat-containing G protein-coupled receptor 5	2792	10	1	4	6	0	2	0	8	8	8	6.013229e-01	1	9.520000e-01	1	9.448872e-01	5.086164e-01	9.071697e-01	1
OXTR	oxytocin receptor	1174	16	0	1	5	0	0	0	5	5	5	6.013274e-01	1	8.050000e-01	1.000000e+00	8.182770e-01	8.099159e-02	9.071720e-01	1
EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	2200	8	2	1	6	0	0	0	6	5	6	6.014991e-01	1	7.900000e-01	1.000000e+00	7.812937e-01	8.214512e-02	9.072593e-01	1
LY6H	lymphocyte antigen 6 complex, locus H	498	1	1	2	0	0	1	0	1	1	1	9.073200e-01	NaN	NaN	NaN	NaN	4.712644e-01	9.073200e-01	1
OR4X1	olfactory receptor, family 4, subfamily X, member 1	918	9	0	0	0	1	0	0	1	1	1	9.074182e-01	NaN	NaN	NaN	NaN	7.192118e-01	9.074182e-01	1
INTS1	integrator complex subunit 1	7377	6	8	10	21	0	1	1	23	19	23	9.964314e-01	1	4.350000e-01	1	4.049860e-01	2.397456e-02	9.074348e-01	1
AGBL1	ATP/GTP binding protein-like 1	3317	5	5	11	14	0	0	1	15	15	15	9.998806e-01	1	2.720000e-01	1	2.705177e-01	1.596130e-01	9.074772e-01	1
EIF2B3	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa	1438	13	0	0	1	0	1	0	2	2	2	6.020479e-01	1	7.770000e-01	9.999995e-01	7.756073e-01	5.918640e-01	9.075380e-01	1
ZKSCAN4	zinc finger with KRAB and SCAN domains 4	1654	29	1	1	4	0	0	0	4	2	4	9.648520e-01	1	5.160000e-01	9.999996e-01	5.172717e-01	5.607007e-01	9.075480e-01	1
OR6Y1	olfactory receptor, family 6, subfamily Y, member 1	978	13	0	0	1	0	0	0	1	1	1	9.075898e-01	NaN	NaN	NaN	NaN	7.781570e-01	9.075898e-01	1
RP2	retinitis pigmentosa 2 (X-linked recessive)	1069	4	0	1	2	0	0	0	2	2	2	6.022275e-01	1	1.950000e-01	9.999991e-01	2.197932e-01	8.379554e-01	9.076291e-01	1
AC012123.1		581	0	0	10	18	3	0	3	24	15	18	9.856973e-01	5.080000e-01	3.510000e-01	1.660776e-01	3.377212e-01	6.461609e-01	9.076461e-01	1
PGLS	6-phosphogluconolactonase	793	3	1	2	5	0	0	0	5	5	5	6.024863e-01	1	5.490000e-01	1.000000e+00	5.446569e-01	4.706632e-01	9.077603e-01	1
ZIK1	zinc finger protein interacting with K protein 1 homolog (mouse)	1476	29	0	1	5	0	0	0	5	5	5	8.887315e-01	1	4.300000e-01	1.000000e+00	4.049154e-01	8.026385e-01	9.077976e-01	1
PHB2	prohibitin 2	942	8	1	0	2	0	0	1	3	3	3	6.026953e-01	1	7.520000e-01	1.000000e+00	7.554387e-01	7.139366e-01	9.078662e-01	1
ARL1	ADP-ribosylation factor-like 1	634	27	0	0	1	0	0	0	1	1	1	9.079132e-01	NaN	NaN	NaN	NaN	1.138211e-01	9.079132e-01	1
DZANK1	double zinc ribbon and ankyrin repeat domains 1	2540	5	1	2	4	0	0	0	4	4	4	8.433875e-01	1	6.130000e-01	1.000000e+00	6.078967e-01	8.914618e-02	9.080315e-01	1
OR5K1	olfactory receptor, family 5, subfamily K, member 1	927	5	0	1	1	0	0	0	1	1	1	9.080334e-01	NaN	NaN	NaN	NaN	1.000000e+00	9.080334e-01	1
MAP3K9	mitogen-activated protein kinase kinase kinase 9	3582	2	1	1	7	0	1	0	8	7	8	6.032012e-01	1	6.380000e-01	1	6.148108e-01	3.725441e-01	9.081221e-01	1
TMED4	transmembrane emp24 protein transport domain containing 4	725	0	1	2	0	0	0	1	1	1	1	9.081826e-01	NaN	NaN	NaN	NaN	9.294872e-01	9.081826e-01	1
IGBP1	immunoglobulin (CD79A) binding protein 1	1040	30	0	1	1	0	0	0	1	1	1	9.081929e-01	NaN	NaN	NaN	NaN	4.375000e-01	9.081929e-01	1
SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)	1308	10	0	1	3	0	0	0	3	3	3	6.033992e-01	1	9.570000e-01	1.000000e+00	9.506410e-01	9.643429e-01	9.082222e-01	1
CHRNB3	cholinergic receptor, nicotinic, beta 3	1397	7	0	1	3	0	0	1	4	4	4	6.034249e-01	1	8.000000e-01	1.000000e+00	8.117584e-01	7.770835e-01	9.082352e-01	1
SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	1031	42	0	2	1	0	0	0	1	1	1	9.082694e-01	NaN	NaN	NaN	NaN	9.583333e-01	9.082694e-01	1
CXorf21	chromosome X open reading frame 21	909	33	0	2	1	0	0	0	1	1	1	9.083215e-01	NaN	NaN	NaN	NaN	7.251356e-01	9.083215e-01	1
WNT5A	wingless-type MMTV integration site family, member 5A	1159	0	0	4	8	0	1	0	9	8	9	6.036951e-01	1	9.670000e-01	1	9.684104e-01	4.167762e-01	9.083716e-01	1
GINS3	GINS complex subunit 3 (Psf3 homolog)	780	16	0	0	1	0	0	0	1	1	1	9.084214e-01	NaN	NaN	NaN	NaN	6.743003e-01	9.084214e-01	1
OAZ3	ornithine decarboxylase antizyme 3	705	16	1	0	1	0	0	0	1	1	1	9.084824e-01	NaN	NaN	NaN	NaN	7.906977e-01	9.084824e-01	1
PTGER4	prostaglandin E receptor 4 (subtype EP4)	1471	9	0	4	2	0	0	0	2	2	2	9.918164e-01	1	2.880000e-01	9.999995e-01	2.903802e-01	1.484832e-01	9.085335e-01	1
ADAM11	ADAM metallopeptidase domain 11	2414	27	0	3	6	0	1	0	7	7	7	6.040165e-01	1	5.650000e-01	1	5.590364e-01	2.382132e-01	9.085337e-01	1
MANSC1	MANSC domain containing 1	1304	3	0	0	1	0	0	0	1	1	1	9.085795e-01	NaN	NaN	NaN	NaN	6.680498e-01	9.085795e-01	1
NCKAP1	NCK-associated protein 1	3529	32	2	4	10	0	0	0	10	9	10	6.041347e-01	1	8.760000e-01	1	8.897548e-01	8.579456e-01	9.085933e-01	1
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent	1037	39	0	1	1	0	0	0	1	1	1	9.086040e-01	NaN	NaN	NaN	NaN	3.846154e-01	9.086040e-01	1
WDYHV1	WDYHV motif containing 1	723	15	0	0	1	0	0	0	1	1	1	9.086473e-01	NaN	NaN	NaN	NaN	3.519553e-01	9.086473e-01	1
OR5M8	olfactory receptor, family 5, subfamily M, member 8	936	15	0	4	11	0	0	0	11	9	11	6.042666e-01	1	5.640000e-01	1	5.812633e-01	3.748437e-01	9.086597e-01	1
RWDD4	RWD domain containing 4	595	123	0	1	2	0	0	0	2	2	2	6.042864e-01	1	3.420000e-01	9.999972e-01	3.707852e-01	6.810332e-01	9.086697e-01	1
DENND2D	DENN/MADD domain containing 2D	1520	8	0	1	3	0	0	0	3	3	3	6.043395e-01	1	8.520000e-01	1.000000e+00	8.462087e-01	3.211662e-01	9.086964e-01	1
METTL21C	methyltransferase like 21C	809	30	0	2	3	0	0	0	3	3	3	6.043638e-01	1	6.440000e-01	1.000000e+00	6.473676e-01	9.675366e-01	9.087087e-01	1
UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	985	26	0	2	3	0	0	0	3	2	3	6.045522e-01	1	7.010000e-01	9.999990e-01	6.899253e-01	6.238023e-01	9.088035e-01	1
CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	605	10	1	0	1	0	0	0	1	1	1	9.088511e-01	NaN	NaN	NaN	NaN	1.575758e-01	9.088511e-01	1
SOX12	SRY (sex determining region Y)-box 12	948	9	0	0	0	0	0	1	1	1	1	9.088558e-01	NaN	NaN	NaN	NaN	6.068966e-01	9.088558e-01	1
