gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q			Legend:	
EPOR	erythropoietin receptor	1625	35	0	0	2	0	0	0	2	2	2	3.91E-01	1	5.80E-01	7.58E-01	1				
CCDC41	coiled-coil domain containing 41	2263	14	0	0	1	1	0	0	2	2	2	3.91E-01	1	7.91E-01	7.58E-01	1				
TRDN	triadin	2393	0	0	2	2	0	1	0	3	3	3	9.49E-01	1	4.02E-01	7.58E-01	1				
PTMS	parathymosin	402	0	0	1	1	0	0	0	1	1	1	7.58E-01	NaN	NaN	7.58E-01	1				
ZNF318	zinc finger protein 318	6956	6	0	1	3	0	0	0	3	3	3	7.11E-01	1	4.76E-01	7.58E-01	1				
FLNC	"filamin C, gamma (actin binding protein 280)"	8366	2	0	5	11	0	0	0	11	11	11	3.91E-01	1	9.01E-01	7.58E-01	1				
MAP3K4	mitogen-activated protein kinase kinase kinase 4	4931	3	0	0	5	1	0	0	6	6	6	3.91E-01	1	6.64E-01	7.58E-01	1				
LEO1	"Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)"	2045	39	0	1	3	0	0	0	3	3	3	3.91E-01	1	7.10E-01	7.58E-01	1				
C1orf110	chromosome 1 open reading frame 110	1062	44	0	1	1	0	0	0	1	1	1	7.58E-01	NaN	NaN	7.58E-01	1				
LYPD3	LY6/PLAUR domain containing 3	1057	24	0	1	2	0	0	0	2	2	2	3.91E-01	1	7.86E-01	7.59E-01	1				
TMEM102	transmembrane protein 102	1531	33	0	0	2	0	0	0	2	2	2	3.91E-01	1	9.96E-01	7.59E-01	1				
SMPDL3A	"sphingomyelin phosphodiesterase, acid-like 3A"	1390	66	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
FRMPD4	FERM and PDZ domain containing 4	4033	0	0	1	3	1	0	0	4	4	4	3.92E-01	1	4.30E-01	7.59E-01	1				
DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	1623	17	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
CKMT1A	"creatine kinase, mitochondrial 1A"	1286	183	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
SMAD4	SMAD family member 4	1785	16	0	2	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
GANC	"glucosidase, alpha; neutral C"	3510	5	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
IFIT5	interferon-induced protein with tetratricopeptide repeats 5	1453	99	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
SLC6A13	"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"	1951	34	0	1	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
EGFL6	"EGF-like-domain, multiple 6"	1709	13	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
APOE	apolipoprotein E	962	5	0	1	1	0	1	0	2	2	2	3.92E-01	1	8.20E-01	7.59E-01	1				
GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	3326	1	0	1	0	1	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
DEGS2	"degenerative spermatocyte homolog 2, lipid desaturase (Drosophila)"	980	24	0	1	2	0	0	0	2	2	2	3.92E-01	1	6.44E-01	7.59E-01	1				
PEX3	peroxisomal biogenesis factor 3	1166	14	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
ARAP3	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"	4759	5	0	3	4	0	0	0	4	4	4	6.15E-01	1	3.42E-01	7.59E-01	1				
LRP4	low density lipoprotein receptor-related protein 4	5866	18	0	1	5	0	0	0	5	5	5	3.92E-01	1	9.73E-01	7.59E-01	1				
CRTAP	cartilage associated protein	1230	124	0	0	1	0	0	0	1	1	1	7.59E-01	NaN	NaN	7.59E-01	1				
TTC27	tetratricopeptide repeat domain 27	2608	36	0	0	1	0	1	0	2	2	2	3.92E-01	1	8.25E-01	7.60E-01	1				
WDR11	WD repeat domain 11	3787	13	0	1	5	0	0	0	5	4	5	3.92E-01	1	6.93E-01	7.60E-01	1				
SYTL5	synaptotagmin-like 5	2323	38	0	1	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
RANBP9	RAN binding protein 9	2242	3	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	2053	95	0	1	2	0	0	0	2	2	2	5.90E-01	1	5.13E-01	7.60E-01	1				
HSF1	heat shock transcription factor 1	1726	12	0	2	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
EEF2K	eukaryotic elongation factor-2 kinase	2242	22	0	0	2	0	0	0	2	2	2	3.93E-01	1	4.95E-01	7.60E-01	1				
GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	1910	10	0	0	1	0	1	0	2	2	2	3.93E-01	1	1.84E-01	7.60E-01	1				
CDK15	cyclin-dependent kinase 15	1363	3	0	0	3	0	0	0	3	3	3	3.93E-01	1	9.34E-01	7.60E-01	1				
OLA1	Obg-like ATPase 1	1298	62	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
OTUB1	"OTU domain, ubiquitin aldehyde binding 1"	1159	62	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
PCDHA2	protocadherin alpha 2	2985	69	0	5	10	0	0	0	10	10	9	3.93E-01	1	9.37E-01	7.60E-01	1				
TAS2R8	"taste receptor, type 2, member 8"	930	121	0	0	2	0	0	0	2	2	2	3.93E-01	1	7.90E-01	7.60E-01	1				
PRAMEF2	PRAME family member 2	1433	28	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
SLC17A2	"solute carrier family 17 (sodium phosphate), member 2"	1515	40	0	1	0	1	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
HSPA13	"heat shock protein 70kDa family, member 13"	1432	54	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
OR6N2	"olfactory receptor, family 6, subfamily N, member 2"	954	292	0	1	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
GRB7	growth factor receptor-bound protein 7	1724	7	0	0	3	0	0	0	3	3	3	3.93E-01	1	2.47E-01	7.60E-01	1				
WIPI2	"WD repeat domain, phosphoinositide interacting 2"	1445	4	0	2	3	0	0	0	3	3	3	3.93E-01	1	6.58E-01	7.60E-01	1				
TAF6L	"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa"	1905	9	0	1	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
FAM8A1	"family with sequence similarity 8, member A1"	1258	46	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
BCORL1	BCL6 co-repressor-like 1	5406	8	0	0	5	0	0	0	5	5	5	3.93E-01	1	4.93E-01	7.60E-01	1				
ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	2804	7	0	0	0	0	1	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
IFIT3	interferon-induced protein with tetratricopeptide repeats 3	1484	1	0	0	1	0	0	0	1	1	1	7.60E-01	NaN	NaN	7.60E-01	1				
TTC19	tetratricopeptide repeat domain 19	1542	1	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
AMY2B	"amylase, alpha 2B (pancreatic)"	1572	2	0	3	7	1	0	0	8	6	8	3.94E-01	1	9.20E-01	7.61E-01	1				
GBA2	"glucosidase, beta (bile acid) 2"	3181	61	0	2	1	0	0	1	2	2	2	3.94E-01	1	3.14E-01	7.61E-01	1				
CYP51A1	"cytochrome P450, family 51, subfamily A, polypeptide 1"	1566	237	0	1	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
AOC1	amiloride binding protein 1 (amine oxidase (copper-containing))	2325	15	0	3	4	0	0	0	4	4	4	3.94E-01	1	6.87E-01	7.61E-01	1				
ZNF638	zinc finger protein 638	6194	7	0	1	3	1	0	0	4	4	4	3.94E-01	1	5.67E-01	7.61E-01	1				
ATP2B4	"ATPase, Ca++ transporting, plasma membrane 4"	3876	18	0	1	2	0	0	0	2	2	2	3.94E-01	1	6.17E-01	7.61E-01	1				
CBX6	chromobox homolog 6	1255	76	0	1	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
PPP2R3A	"protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha"	3700	19	0	2	3	0	0	0	3	3	3	7.10E-01	1	4.24E-01	7.61E-01	1				
SLC46A1	"solute carrier family 46 (folate transporter), member 1"	1397	66	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
GPS1	G protein pathway suppressor 1	1679	48	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
ZNF438	zinc finger protein 438	2504	8	0	0	3	0	0	0	3	3	3	3.94E-01	1	8.75E-01	7.61E-01	1				
RCC2	regulator of chromosome condensation 2	1613	5	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
FAM170A	"family with sequence similarity 170, member A"	1005	89	0	0	2	0	0	0	2	2	2	7.53E-01	1	4.17E-01	7.61E-01	1				
SCARF1	"scavenger receptor class F, member 1"	2533	27	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
CAMKK1	"calcium/calmodulin-dependent protein kinase kinase 1, alpha"	1779	30	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
DOK2	"docking protein 2, 56kDa"	1255	50	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
KIAA0513	KIAA0513	1282	115	0	1	2	0	0	0	2	2	2	3.94E-01	1	8.88E-01	7.61E-01	1				
ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	1393	55	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
LRIT3	"leucine-rich repeat, immunoglobulin-like and transmembrane domains 3"	2094	37	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
OR2B11	"olfactory receptor, family 2, subfamily B, member 11"	954	23	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
ERVFRD-1		1617	29	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
MEX3A	mex-3 homolog A (C. elegans)	1567	39	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
PTGER3	prostaglandin E receptor 3 (subtype EP3)	1674	0	0	3	1	0	1	0	2	2	2	9.35E-01	1	1.89E-01	7.61E-01	1				
NEK10	NIMA (never in mitosis gene a)- related kinase 10	3754	0	0	1	5	0	0	0	5	5	5	3.94E-01	1	9.66E-01	7.61E-01	1				
RASIP1	Ras interacting protein 1	2932	4	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
TUBA1A	"tubulin, alpha 1a"	1521	75	0	0	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
CCT4	"chaperonin containing TCP1, subunit 4 (delta)"	1672	145	0	1	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
DIO3	"deiodinase, iodothyronine, type III"	915	12	0	1	1	0	0	0	1	1	1	7.61E-01	NaN	NaN	7.61E-01	1				
YAP1	"Yes-associated protein 1, 65kDa"	1559	30	0	0	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
THSD7A	"thrombospondin, type I, domain containing 7A"	5082	43	0	6	7	1	0	0	8	7	8	9.10E-01	1	4.15E-01	7.62E-01	1				
NKX2-4	NK2 homeobox 4	1069	3	0	1	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
GOLGA6C	"golgin A6 family, member C"	2150	835	0	0	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
EIF3L	"eukaryotic translation initiation factor 3, subunit L"	1743	28	0	0	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
AFF2	"AF4/FMR2 family, member 2"	4071	3	0	0	3	1	0	0	4	4	4	3.95E-01	1	5.64E-01	7.62E-01	1				
ST3GAL2	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"	1073	3	0	0	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
NDST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	2700	4	0	0	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
ZFP69B		1621	14	0	1	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
BZW2	basic leucine zipper and W2 domains 2	1300	6	0	1	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
TBC1D15	"TBC1 domain family, member 15"	2200	37	0	0	3	0	0	0	3	3	3	3.95E-01	1	8.07E-01	7.62E-01	1				
SLC35F2	"solute carrier family 35, member F2"	1153	66	0	0	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
KRT33A	keratin 33A	1239	17	0	2	3	0	0	0	3	3	3	3.96E-01	1	8.87E-01	7.62E-01	1				
VOPP1	"vesicular, overexpressed in cancer, prosurvival protein 1"	666	0	0	1	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
RIPK3	receptor-interacting serine-threonine kinase 3	1593	88	0	1	1	0	0	0	1	1	1	7.62E-01	NaN	NaN	7.62E-01	1				
ISLR	immunoglobulin superfamily containing leucine-rich repeat	1287	25	0	2	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
CCDC144NL	"coiled-coil domain containing 144 family, N-terminal like"	678	336	0	0	2	0	0	0	2	2	2	3.96E-01	1	6.36E-01	7.63E-01	1				
OR4C3	"olfactory receptor, family 4, subfamily C, member 3"	990	42	0	0	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
ADAMTSL5	ADAMTS-like 5	1514	188	0	0	2	0	0	0	2	2	2	4.67E-01	1	4.28E-01	7.63E-01	1				
PGM1	phosphoglucomutase 1	2031	40	0	0	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
PADI4	"peptidyl arginine deiminase, type IV"	2098	20	0	1	3	0	0	0	3	3	3	3.96E-01	1	5.88E-01	7.63E-01	1				
DGKE	"diacylglycerol kinase, epsilon 64kDa"	1812	14	0	1	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
P4HA2	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II"	1724	20	0	2	0	0	1	1	2	2	2	3.96E-01	1	4.20E-01	7.63E-01	1				
ESAM	endothelial cell adhesion molecule	1305	3	0	2	3	0	0	0	3	3	3	3.96E-01	1	7.22E-01	7.63E-01	1				
SLCO1C1	"solute carrier organic anion transporter family, member 1C1"	2294	0	0	4	7	2	0	1	10	8	10	7.95E-01	1	3.67E-01	7.63E-01	1				
CEP170	centrosomal protein 170kDa	4857	5	0	0	4	1	0	0	5	4	5	3.96E-01	1	6.29E-01	7.63E-01	1				
UGT1A7	"UDP glucuronosyltransferase 1 family, polypeptide A7"	1609	3	0	0	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
SASS6	spindle assembly 6 homolog (C. elegans)	2038	240	0	1	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
BMP7	bone morphogenetic protein 7 (osteogenic protein 1)	1411	11	0	2	5	0	0	0	5	5	5	3.96E-01	1	6.53E-01	7.63E-01	1				
ATG13	autophagy related 13	1717	9	0	0	1	0	0	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
RUVBL2	RuvB-like 2 (E. coli)	1449	17	0	1	0	0	1	0	1	1	1	7.63E-01	NaN	NaN	7.63E-01	1				
GRWD1	glutamate-rich WD repeat containing 1	1365	55	0	0	0	1	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
GPR17	G protein-coupled receptor 17	1110	11	0	0	2	0	0	0	2	2	2	3.97E-01	1	8.15E-01	7.64E-01	1				
PTPN12	"protein tyrosine phosphatase, non-receptor type 12"	2411	1	0	0	1	0	0	1	2	2	2	3.97E-01	1	6.45E-01	7.64E-01	1				
MMP15	matrix metallopeptidase 15 (membrane-inserted)	2046	25	0	2	4	0	0	0	4	4	4	3.97E-01	1	6.94E-01	7.64E-01	1				
LINGO4	leucine rich repeat and Ig domain containing 4	1782	35	0	0	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
ESRRG	estrogen-related receptor gamma	1495	29	0	1	4	0	0	0	4	4	4	9.02E-01	1	3.93E-01	7.64E-01	1				
DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)	1470	22	0	0	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
BRPF3	"bromodomain and PHD finger containing, 3"	3662	10	0	2	2	0	0	0	2	2	2	9.36E-01	1	4.11E-01	7.64E-01	1				
NOXA1	NADPH oxidase activator 1	1504	3	0	0	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
PAPD7	PAP associated domain containing 7	1673	57	0	1	2	0	0	0	2	2	2	3.97E-01	1	5.96E-01	7.64E-01	1				
SPATA20	spermatogenesis associated 20	2473	28	0	1	0	0	0	1	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
MCUR1		1353	99	0	0	2	0	0	0	2	2	2	3.97E-01	1	5.44E-01	7.64E-01	1				
ZMYND15	"zinc finger, MYND-type containing 15"	2301	59	0	1	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
PHF10	PHD finger protein 10	1541	41	0	0	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
EOGT	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase	1640	38	0	0	2	0	0	0	2	2	2	3.97E-01	1	9.89E-01	7.64E-01	1				
DIRAS3	"DIRAS family, GTP-binding RAS-like 3"	690	3	0	2	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
BAIAP2	BAI1-associated protein 2	1983	99	0	1	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
GDF10	growth differentiation factor 10	1445	6	0	2	4	0	0	0	4	3	4	3.98E-01	1	7.13E-01	7.64E-01	1				
OR13D1	"olfactory receptor, family 13, subfamily D, member 1"	1041	249	0	0	2	0	0	0	2	2	2	3.98E-01	1	9.85E-01	7.64E-01	1				
ITK	IL2-inducible T-cell kinase	1927	32	0	0	0	0	1	1	2	2	2	3.98E-01	1	5.93E-01	7.64E-01	1				
YWHAH	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"	864	227	0	0	1	0	0	0	1	1	1	7.64E-01	NaN	NaN	7.64E-01	1				
SMC1B	structural maintenance of chromosomes 1B	3804	9	0	2	3	1	0	0	4	4	4	7.22E-01	1	5.03E-01	7.65E-01	1				
PNPLA8	patatin-like phospholipase domain containing 8	2394	4	0	0	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
ZNF407	zinc finger protein 407	6901	9	0	9	3	2	0	0	5	5	5	9.75E-01	1	3.87E-01	7.65E-01	1				
DNAJC11	"DnaJ (Hsp40) homolog, subfamily C, member 11"	2002	18	0	0	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
GPR85	G protein-coupled receptor 85	1113	243	0	1	2	0	0	0	2	2	2	3.98E-01	1	8.10E-01	7.65E-01	1				
DVL2	"dishevelled, dsh homolog 2 (Drosophila)"	2267	21	0	0	1	0	1	0	2	2	2	3.98E-01	1	6.41E-01	7.65E-01	1				
ZNF132	zinc finger protein 132	2129	24	0	0	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
INTS3	integrator complex subunit 3	3439	14	0	0	1	0	0	1	2	2	2	3.98E-01	1	4.56E-01	7.65E-01	1				
PRKD3	protein kinase D3	2741	38	0	2	2	1	0	1	4	3	4	3.98E-01	1	6.57E-01	7.65E-01	1				
TCAIM	"T cell activation inhibitor, mitochondrial"	1577	101	0	1	2	0	0	0	2	2	2	3.98E-01	1	8.17E-01	7.65E-01	1				
TMEM121	transmembrane protein 121	960	4	0	1	2	0	0	0	2	2	2	3.99E-01	1	6.89E-01	7.65E-01	1				
ABHD13	abhydrolase domain containing 13	1014	67	0	1	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
KIF9	kinesin family member 9	2527	6	0	0	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
ZNF527	zinc finger protein 527	2036	12	0	0	1	0	1	0	2	2	2	6.48E-01	1	5.94E-01	7.65E-01	1				
TNFRSF6B	"tumor necrosis factor receptor superfamily, member 6b, decoy"	913	17	0	1	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
OR51M1	"olfactory receptor, family 51, subfamily M, member 1"	981	49	0	1	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
IL6R	interleukin 6 receptor	1443	25	0	1	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
CACNG6	"calcium channel, voltage-dependent, gamma subunit 6"	795	1	0	1	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
TMEM38B	transmembrane protein 38B	896	172	0	0	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
NCF4	"neutrophil cytosolic factor 4, 40kDa"	1297	106	0	1	1	0	0	0	1	1	1	7.65E-01	NaN	NaN	7.65E-01	1				
RAD51B	RAD51 homolog B (S. cerevisiae)	1523	20	0	0	1	0	0	0	1	1	1	7.66E-01	NaN	NaN	7.66E-01	1				
ANKRD13D	"ankyrin repeat domain 13 family, member D"	1895	37	0	0	1	0	0	0	1	1	1	7.66E-01	NaN	NaN	7.66E-01	1				
PRSS38	"protease, serine, 38"	997	167	0	1	1	0	0	0	1	1	1	7.66E-01	NaN	NaN	7.66E-01	1				
ZNF181	zinc finger protein 181	1864	27	0	0	4	0	0	0	4	4	4	3.99E-01	1	9.95E-01	7.66E-01	1				
RRAGB	Ras-related GTP binding B	1165	12	0	0	2	0	0	0	2	2	2	3.99E-01	1	4.65E-01	7.66E-01	1				
SLC35F4	"solute carrier family 35, member F4"	1699	11	0	0	2	0	0	0	2	2	2	7.62E-01	1	1.71E-01	7.66E-01	1				
CYP2C18	"cytochrome P450, family 2, subfamily C, polypeptide 18"	1505	13	0	0	3	0	0	0	3	3	3	6.07E-01	1	3.44E-01	7.66E-01	1				
HOXC13	homeobox C13	997	131	0	0	2	0	0	0	2	2	2	4.00E-01	1	9.88E-01	7.66E-01	1				
LCK	lymphocyte-specific protein tyrosine kinase	1834	52	0	0	1	0	0	0	1	1	1	7.66E-01	NaN	NaN	7.66E-01	1				
CASP4	"caspase 4, apoptosis-related cysteine peptidase"	1162	45	0	1	1	0	0	0	1	1	1	7.66E-01	NaN	NaN	7.66E-01	1				
CMTR2		2313	6	0	0	1	0	0	1	2	2	2	4.00E-01	1	5.78E-01	7.66E-01	1				
KLHL11	kelch-like 11 (Drosophila)	2131	54	0	3	1	0	0	0	1	1	1	7.66E-01	NaN	NaN	7.66E-01	1				
SEL1L3	sel-1 suppressor of lin-12-like 3 (C. elegans)	3550	2	0	0	1	1	0	0	2	2	2	4.00E-01	1	5.82E-01	7.67E-01	1				
MBTPS1	"membrane-bound transcription factor peptidase, site 1"	3243	0	0	1	2	0	0	1	3	3	3	4.00E-01	1	9.42E-01	7.67E-01	1				
HLCS	holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase)	2213	58	0	2	1	0	0	0	1	1	1	7.67E-01	NaN	NaN	7.67E-01	1				
PKD1	polycystic kidney disease 1 (autosomal dominant)	13092	0	0	2	11	0	0	0	11	10	11	4.00E-01	1	7.03E-01	7.67E-01	1				
PRDM4	PR domain containing 4	2446	30	0	1	3	0	0	0	3	3	3	4.00E-01	1	9.90E-01	7.67E-01	1				
FAM78A	"family with sequence similarity 78, member A"	1180	1	0	2	3	0	0	0	3	3	3	4.01E-01	1	5.74E-01	7.67E-01	1				
ENAM	enamelin	3457	5	0	0	2	0	0	0	2	2	2	4.01E-01	1	7.29E-01	7.67E-01	1				
LCN9	lipocalin 9	555	2	0	1	1	0	0	0	1	1	1	7.67E-01	NaN	NaN	7.67E-01	1				
GNRHR	gonadotropin-releasing hormone receptor	995	320	0	0	1	0	0	0	1	1	1	7.67E-01	NaN	NaN	7.67E-01	1				
PLEKHM2	"pleckstrin homology domain containing, family M (with RUN domain) member 2"	3136	113	0	1	4	0	0	0	4	4	4	4.01E-01	1	9.20E-01	7.67E-01	1				
DSG2	desmoglein 2	3420	52	0	1	1	0	0	0	1	1	1	7.67E-01	NaN	NaN	7.67E-01	1				
UNC5B	unc-5 homolog B (C. elegans)	2902	6	0	3	2	0	0	0	2	2	2	9.66E-01	1	3.71E-01	7.67E-01	1				
OR4D5	"olfactory receptor, family 4, subfamily D, member 5"	957	302	0	1	1	0	0	0	1	1	1	7.68E-01	NaN	NaN	7.68E-01	1				
FURIN	furin (paired basic amino acid cleaving enzyme)	2441	40	0	1	1	0	0	1	2	2	2	4.01E-01	1	9.85E-01	7.68E-01	1				
EMID1	EMI domain containing 1	1483	43	0	0	1	0	0	0	1	1	1	7.68E-01	NaN	NaN	7.68E-01	1				
CORO2A	"coronin, actin binding protein, 2A"	1620	69	0	1	2	0	0	0	2	2	2	4.01E-01	1	7.27E-01	7.68E-01	1				
TOP2A	topoisomerase (DNA) II alpha 170kDa	4732	0	0	0	2	0	0	0	2	2	2	4.01E-01	1	8.85E-01	7.68E-01	1				
RXRA	"retinoid X receptor, alpha"	1425	81	0	0	1	0	0	0	1	1	1	7.68E-01	NaN	NaN	7.68E-01	1				
BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	2254	17	0	1	2	0	0	0	2	2	2	4.02E-01	1	6.96E-01	7.68E-01	1				
ZNHIT2	"zinc finger, HIT type 2"	1212	27	0	0	2	0	0	0	2	2	2	4.02E-01	1	4.36E-01	7.68E-01	1				
RAB26	"RAB26, member RAS oncogene family"	803	0	0	1	1	0	0	0	1	1	1	7.68E-01	NaN	NaN	7.68E-01	1				
DBX2	developing brain homeobox 2	1032	6	0	1	0	1	0	0	1	1	1	7.68E-01	NaN	NaN	7.68E-01	1				
GAS2	growth arrest-specific 2	966	25	0	1	1	0	1	0	2	2	2	4.02E-01	1	3.76E-01	7.69E-01	1				
ABAT	4-aminobutyrate aminotransferase	1667	10	0	0	1	0	0	0	1	1	1	7.69E-01	NaN	NaN	7.69E-01	1				
ZGPAT	"zinc finger, CCCH-type with G patch domain"	1616	9	0	2	1	0	0	0	1	1	1	7.69E-01	NaN	NaN	7.69E-01	1				
PIGQ	"phosphatidylinositol glycan anchor biosynthesis, class Q"	2458	48	0	2	2	0	0	1	3	3	3	4.02E-01	1	6.70E-01	7.69E-01	1				
SPOCK3	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"	1422	4	0	0	3	0	2	0	5	2	5	9.54E-01	1	3.76E-01	7.69E-01	1				
